wrclmch,anweight,party_feel_closest
0.4,1.3238645,left
0.4,0.18841654,left
0.8,0.3338157,left
0.8,0.42045686,left
0.0,0.97130644,left
0.0,0.31014088,left
0.8,0.10629268,left
0.8,0.280044,left
0.0,0.35584196,left
-0.4,0.523839,middle left
0.0,0.27015936,middle left
0.4,0.4637355,middle left
0.4,0.78184915,middle left
-0.4,0.10372264,middle left
0.0,0.2180197,middle left
0.4,0.03607056,middle left
0.0,0.11403173,middle left
0.8,1.201156,middle left
0.4,0.84682536,middle left
0.8,0.0489387,middle left
0.4,0.122005835,middle left
0.0,0.31198916,middle left
0.0,0.7639447,middle left
0.4,1.3238645,middle left
0.4,0.2818611,middle left
-0.4,0.46025607,middle left
0.0,0.060802206,middle left
0.0,0.39144412,middle left
0.4,0.081176795,middle left
0.4,0.15414636,middle left
0.4,0.1950677,middle left
0.0,0.19099933,middle left
0.4,0.09633546,middle left
0.8,0.63088864,middle left
0.0,0.0718269,middle left
-0.4,0.1956719,middle left
0.4,0.11663257,middle left
0.0,0.049507264,middle left
0.0,0.24052721,middle left
0.0,1.3238645,middle left
0.4,0.09127872,middle left
-0.4,0.2643093,middle left
0.4,0.46649256,middle left
-0.4,0.55658126,middle left
0.0,0.17998353,middle left
0.4,1.3238642,none
0.0,0.058316287,none
0.0,0.060802206,none
0.0,0.047460195,none
0.4,0.4807075,none
0.4,0.2618619,none
0.0,0.39144412,none
0.4,0.22242649,none
-0.8,0.048230585,none
0.8,0.33039227,none
0.4,0.097977616,none
0.0,0.16212454,none
0.0,0.21258536,none
0.4,0.10734238,none
0.0,0.4779049,none
0.4,0.22869827,none
0.0,0.048479144,none
0.4,0.1807794,none
-0.4,0.16196275,none
0.0,0.28160122,none
-0.4,0.09420827,none
0.4,0.09544661,none
0.4,0.19620048,none
0.0,0.07454017,none
0.4,0.09577179,none
0.0,0.19620045,none
0.8,0.33889925,none
-0.8,0.08269351,none
0.4,0.08833465,none
0.0,0.12130628,none
0.4,0.08076826,none
0.4,0.5429983,none
0.4,1.3238645,none
0.8,1.3238645,none
0.4,0.09080105,none
0.0,0.32221577,none
0.4,0.14837846,none
0.0,0.18747275,none
0.0,0.04647404,none
0.0,0.1913857,none
0.0,0.095766954,none
0.0,0.16540444,none
0.4,0.20898888,none
-0.4,0.70455307,none
0.4,0.7382082,none
0.0,1.3238645,none
0.0,0.73180145,none
0.4,0.22967839,none
0.8,0.33858517,none
-0.8,0.5748824,none
0.4,0.17225829,none
0.0,0.35914776,none
0.0,0.31551477,none
0.0,0.22425073,none
0.0,0.10818827,none
0.0,1.3238643,none
0.4,0.16213389,none
0.0,0.48149785,none
0.0,0.049507264,none
0.0,0.11618819,none
0.0,1.3238643,none
0.4,0.5897953,none
0.4,0.30829272,none
0.0,0.13942225,none
0.8,0.83083594,none
0.0,0.15526402,none
0.8,0.94633317,none
0.8,0.78712744,none
0.4,0.14184768,none
0.4,1.3238642,none
0.0,0.38510862,none
0.4,0.18621555,none
-0.4,0.60310495,none
-0.4,0.19255431,none
0.0,0.11543136,none
0.4,0.31003532,none
0.4,0.65344447,none
0.0,0.26208702,none
0.0,0.22115105,none
-0.4,0.12779364,none
0.4,0.30459514,none
0.4,0.18910748,none
0.4,0.30155244,none
0.0,0.10787092,none
-0.8,0.26277858,none
0.0,0.29859263,none
0.0,0.27162236,none
0.0,0.30155247,none
0.0,0.09769731,none
0.0,0.15292884,none
0.0,0.56249034,none
0.0,1.184588,none
0.0,0.09231338,none
0.4,0.34993392,none
-0.4,0.19830987,none
0.8,0.13517718,none
0.4,0.09211799,none
0.0,0.3357224,none
-0.4,0.9413507,none
0.0,0.83082956,none
0.4,1.1459173,none
0.4,1.1587864,none
0.0,0.12189031,none
-0.4,1.3238645,none
0.4,0.14912452,none
0.4,0.13114928,none
0.0,0.09496627,none
0.4,0.59255695,none
0.8,0.14777084,none
0.4,0.26502168,none
0.0,0.2721703,none
0.4,0.20036717,none
0.4,0.26277858,none
0.0,0.19830985,none
-0.4,1.3238645,none
-0.8,0.31606352,none
0.8,0.19108887,none
-0.4,0.1446997,none
-0.4,0.16538699,none
0.0,0.25457516,none
0.8,0.08725899,middle right
-0.4,0.7326417,middle right
0.4,0.16786115,middle right
0.0,0.2174638,middle right
0.0,0.3357223,middle right
0.0,0.10376495,middle right
0.0,0.087982416,middle right
0.4,0.07182691,middle right
0.0,0.44207376,middle right
0.4,1.3236659,middle right
0.0,1.3236659,middle right
0.4,0.34082258,middle right
0.0,0.27258295,middle right
0.0,0.20661065,middle right
0.4,1.3238645,middle right
0.4,1.3238645,middle right
-0.4,0.4544635,middle right
0.0,0.4269993,middle right
0.0,0.12907189,middle right
0.8,0.5413078,middle right
0.4,0.055206582,middle right
0.4,0.18593362,middle right
-0.4,0.118291266,right
0.0,0.06690894,right
-0.4,1.3238645,right
0.0,0.40663865,right
0.0,0.1676253,right
0.0,0.03693064,right
-0.4,0.22311966,right
0.0,0.28590885,right
0.4,0.3995093,right
0.0,0.15409446,right
-0.8,0.09027229,right
0.4,0.23324628,right
-0.4,0.100183584,right
