ccnthum,anweight,party_feel_closest
0.4,0.49641523,left
0.0,0.5521826,left
0.4,1.3238643,left
0.4,0.18976213,left
0.4,0.3004357,left
0.8,0.9490955,left
0.4,0.27515286,left
0.4,0.107597955,left
0.4,0.31014088,left
0.8,0.16519614,left
0.0,0.045639355,middle left
0.0,0.84682536,middle left
0.0,0.08581877,middle left
0.4,0.7639447,middle left
0.4,0.111599945,middle left
0.0,0.9663104,middle left
0.4,0.106591724,middle left
0.0,0.18976213,middle left
0.4,0.122005835,middle left
0.0,0.10317534,middle left
0.4,0.055122692,middle left
0.4,0.1950677,middle left
0.0,0.42554206,middle left
-0.4,0.2180197,middle left
0.0,0.28369537,middle left
0.0,0.35108042,middle left
0.8,0.20624104,middle left
0.4,0.54653525,middle left
0.4,0.07769362,middle left
0.0,0.24307518,middle left
0.0,1.191939,middle left
0.4,0.30155244,middle left
0.0,0.45479086,middle left
0.4,0.23324628,middle left
0.0,0.1745223,middle left
0.0,0.28782848,middle left
0.0,0.164786,middle left
0.4,0.0902723,middle left
0.0,1.3238642,middle left
0.0,0.12189031,middle left
0.4,0.63088864,middle left
0.0,0.15502545,middle left
0.0,0.17956828,middle left
0.4,0.12976523,middle left
0.4,0.04753625,middle left
0.4,0.038699605,middle left
0.0,0.99983644,middle left
0.0,0.24052721,middle left
0.8,0.78184915,middle left
0.4,0.063752726,middle left
0.4,0.115610704,middle left
0.4,0.2721703,middle left
0.0,0.13381788,none
0.0,0.1893132,none
0.4,0.29610863,none
-0.4,0.34596172,none
0.0,0.6616821,none
0.8,1.3238645,none
0.0,0.27866265,none
0.4,0.03842258,none
0.4,0.60291135,none
0.4,0.2488018,none
0.0,0.28160122,none
0.0,0.18131082,none
0.4,1.3238645,none
0.4,0.18172187,none
-0.4,0.21999328,none
0.4,0.0878292,none
0.4,0.21318345,none
-0.4,0.043629494,none
0.4,0.19830985,none
0.4,0.07454017,none
0.4,0.24606065,none
0.4,1.3238645,none
-0.8,0.11401966,none
0.4,0.2962739,none
0.4,0.21999326,none
-0.4,0.25457516,none
0.4,0.8468738,none
0.4,0.25690973,none
0.0,0.40431282,none
0.4,0.19108887,none
0.4,0.10027717,none
0.4,0.1678612,none
0.4,0.11680641,none
0.4,0.31651816,none
0.4,0.34205598,none
0.4,0.22536455,none
0.0,0.24554457,none
0.8,0.6676314,none
0.4,0.31013387,none
0.0,0.051193237,none
0.0,0.106591724,none
0.0,0.22562306,none
0.4,0.29735118,none
0.4,0.10787092,none
0.4,0.79804116,none
0.4,0.45739654,none
0.4,0.10090476,none
0.4,0.1913857,none
0.0,0.08207147,none
0.4,0.24109301,none
0.0,0.21725476,none
0.4,0.69961554,none
0.0,0.37467158,none
0.0,0.08421112,none
0.0,1.184588,none
0.4,0.05146658,none
0.0,0.09496627,none
0.0,1.0893724,none
0.4,0.19154353,none
-0.8,0.215119,none
0.8,0.24631874,none
0.4,0.0903897,none
0.0,0.09199608,none
0.4,0.16378823,none
0.4,0.22965458,none
0.4,0.2314321,none
0.4,0.5429983,none
0.4,0.1807794,none
0.4,0.20036712,none
0.4,0.16330086,none
0.4,0.04142457,none
0.4,0.095766954,none
0.0,0.47431388,none
0.4,0.10431008,none
-0.4,0.23791668,none
0.0,0.39526898,none
0.0,1.184588,none
0.4,0.65344447,none
0.4,0.69403243,none
-0.4,0.66957223,none
0.4,0.14808734,none
0.4,0.10895584,none
0.4,0.19154358,none
0.4,0.20258978,none
0.4,0.20456384,none
0.0,0.26190716,none
0.0,0.8009269,none
0.0,0.20094818,none
0.4,1.207883,none
0.4,0.94633317,none
0.4,0.120181404,none
0.8,0.07996583,none
0.8,0.55597204,none
-0.4,0.08833465,none
0.4,0.31003532,none
0.0,0.3588042,none
0.0,0.30155244,none
0.0,0.15847784,none
-0.4,0.19830987,none
0.4,0.087982416,none
0.0,0.50128865,none
0.8,0.31014088,none
0.0,0.14735793,none
0.4,0.15369032,none
-0.4,1.3238643,none
0.4,0.19830987,none
-0.8,0.08269351,none
0.0,0.29593495,none
0.0,0.8455839,none
-0.4,0.2439056,none
-0.8,0.3411543,none
0.0,1.0102668,none
0.4,0.34919327,none
-0.4,0.56221443,none
0.8,0.7505176,none
0.8,0.1975018,none
0.4,0.12427389,none
0.0,1.0355334,middle right
0.4,0.087982416,middle right
0.0,0.22803932,middle right
0.0,0.17011313,middle right
0.4,0.38164878,middle right
-0.4,0.103764966,middle right
0.0,0.39902058,middle right
0.0,0.22457482,middle right
-0.4,0.09372955,middle right
0.4,0.08130015,middle right
-0.8,0.55558914,middle right
0.0,0.6699342,middle right
-0.4,0.35303208,middle right
0.4,0.07739921,middle right
0.0,0.40194088,middle right
0.0,0.21263072,middle right
0.0,0.19803452,middle right
-0.4,1.3238642,right
0.4,0.11782725,right
0.4,0.11618819,right
0.0,0.09348369,right
-0.4,0.37918305,right
-0.4,0.40284938,right
0.4,0.06690894,right
0.0,1.3238645,right
-0.4,0.6432616,right
0.0,0.28147832,right
-0.4,0.27149916,right
0.4,0.9413507,right
-0.8,0.14140427,right
0.0,0.05045238,right
