wrclmch,anweight,party_feel_closest
0.4,0.3357224,left
0.4,0.076148786,left
0.4,1.3238643,left
0.8,0.41320062,left
0.4,0.1117107,left
0.4,1.3238642,left
0.0,0.07427202,middle left
0.4,0.84682536,middle left
0.4,0.387933,middle left
0.0,1.3238645,middle left
-0.4,0.14140427,middle left
0.8,0.39221862,middle left
0.0,0.14472999,middle left
-0.4,0.51117456,middle left
0.0,0.12189031,middle left
0.0,0.31198916,middle left
0.8,0.06942707,middle left
-0.4,0.13519183,middle left
0.4,0.30155244,middle left
-0.4,0.08130015,middle left
0.4,0.11663257,middle left
0.0,0.48149785,none
0.0,0.33084106,none
0.4,0.89700294,none
0.0,0.10142515,none
0.4,0.2618619,none
0.4,0.13466832,none
0.0,0.55597204,none
0.4,0.22953384,none
0.0,0.15498595,none
-0.8,0.11401966,none
0.0,0.102386475,none
0.0,0.06690893,none
0.0,0.4573574,none
0.0,0.21715903,none
0.0,0.33409113,none
0.4,0.22953385,none
0.0,0.34713432,none
0.4,0.07227397,none
0.0,0.21616118,none
0.4,0.103764966,none
0.4,0.45739654,none
0.8,0.22425073,none
0.4,0.080475174,none
0.0,0.09496627,none
0.4,1.3238642,none
-0.4,0.09544661,none
0.0,0.116098724,none
-0.4,0.55446714,none
0.4,1.3238645,none
0.0,0.31736785,none
-0.4,1.2946659,none
0.4,0.13942225,none
0.4,0.19620048,none
0.0,0.30171502,none
0.4,0.8455839,none
-0.4,1.3238643,none
0.4,1.1291009,none
0.4,0.1290659,none
0.0,0.07684516,none
0.0,0.21999323,none
0.0,1.3238642,none
0.0,0.26418492,none
0.4,0.15400556,none
0.0,0.07386128,none
0.4,0.11532422,none
0.4,0.09577179,none
-0.4,0.10142514,none
-0.4,0.23177232,none
0.4,1.3238645,none
0.8,0.13899043,none
0.4,0.12520759,none
0.8,0.7505176,none
0.0,0.14720772,none
0.4,0.106315374,none
0.0,0.12779364,none
0.0,0.12830152,none
-0.4,0.057419594,none
0.4,0.16281125,none
0.4,1.184588,none
-0.8,0.961415,none
0.0,0.19830985,none
0.4,0.27397722,middle right
0.0,0.18841654,middle right
0.4,0.56376016,middle right
0.0,0.1676253,middle right
0.4,0.10899844,middle right
0.8,0.19394627,middle right
0.0,0.27772847,middle right
0.4,0.25875628,middle right
-0.4,0.2525667,middle right
0.0,0.57643825,middle right
-0.4,0.5096848,right
-0.4,0.22431438,right
0.0,0.58769196,right
-0.4,0.20824687,right
0.0,0.05771568,right
0.4,0.11057553,right
0.0,0.04599804,right
0.0,0.31544432,right
