ccnthum,anweight,party_feel_closest
0.8,0.11585063,left
0.8,0.9490955,left
0.0,0.35935262,left
0.4,0.42045686,left
0.4,0.114422105,left
0.4,0.06579067,left
0.4,0.19625835,left
0.0,0.514238,left
0.4,0.03693064,left
0.4,1.3238643,left
0.4,0.7639447,middle left
0.4,0.15479836,middle left
0.0,0.8854352,middle left
0.8,0.21157856,middle left
0.4,0.2826049,middle left
0.4,0.12845486,middle left
0.0,0.11618819,middle left
0.0,0.38199866,middle left
0.0,0.18910746,middle left
0.0,0.0718269,middle left
0.4,0.111599945,middle left
-0.4,0.3610758,middle left
0.0,0.09026561,middle left
0.4,0.10664708,middle left
-0.4,0.1956719,middle left
0.0,0.060802206,middle left
0.4,0.23237638,middle left
0.4,0.60310495,middle left
0.0,0.5161507,middle left
0.0,0.38045824,middle left
0.4,0.46025607,middle left
0.4,0.5365671,middle left
0.4,0.13517718,middle left
0.4,0.19322245,middle left
0.0,0.063752726,middle left
0.0,0.24052721,middle left
0.4,0.05414158,none
0.0,0.045621652,none
0.4,0.34919327,none
0.0,0.47431388,none
0.4,0.3289331,none
0.0,0.087982416,none
-0.4,0.07654385,none
-0.8,0.08269351,none
0.0,0.06690893,none
0.0,0.1441259,none
0.0,0.1913857,none
0.4,0.22248554,none
0.4,0.16378823,none
0.4,0.13608515,none
0.4,0.55864686,none
0.0,0.058316287,none
0.4,0.24358791,none
0.0,0.29471585,none
0.4,0.2818611,none
0.4,0.961415,none
0.4,0.19620048,none
0.4,0.11663257,none
0.4,1.3238645,none
0.0,0.10129489,none
0.0,0.5238143,none
-0.4,0.6795601,none
0.4,0.356025,none
0.0,0.16215909,none
0.4,0.08073391,none
0.4,0.43623018,none
0.8,0.16519614,none
0.0,0.07763201,none
0.8,0.8144486,none
0.4,1.0706286,none
0.0,0.27543792,none
0.0,0.33409113,none
0.4,0.7895195,none
0.4,0.1290659,none
0.0,0.27015936,none
0.0,0.054040294,none
0.4,0.10142515,none
-0.4,0.23926044,none
0.0,0.40088582,none
0.0,1.3238645,none
0.4,0.20258978,none
0.4,0.21329416,none
0.0,0.055799972,none
-0.4,0.077871,none
0.0,0.048479144,none
0.4,0.21814755,none
0.0,0.3227943,none
0.0,0.22762254,none
0.4,0.9685119,none
0.4,0.10090476,none
0.4,0.22805029,none
-0.8,0.28490525,none
0.0,0.14184768,none
0.0,1.191939,none
-0.4,0.08076826,none
0.4,0.043629494,none
0.0,1.3238643,none
0.4,0.222108,none
0.0,0.6729605,none
0.8,0.30178684,none
0.0,0.05431369,none
0.4,0.2998124,none
0.4,0.11618819,none
0.4,0.7575302,none
0.4,0.25690973,none
0.4,0.20744528,none
0.4,0.096233934,none
0.4,0.7522798,none
0.0,0.16216733,none
0.4,0.14813694,none
0.0,0.5062849,none
0.0,0.3588042,none
0.0,0.07684516,none
0.0,0.37748352,none
0.4,1.3238645,none
0.4,0.46025607,none
0.4,0.08165043,none
0.4,1.1291009,none
0.0,0.12189031,none
0.0,0.26418492,none
-0.4,0.39144412,none
0.8,0.43039182,none
0.0,0.13381788,none
0.4,1.1119441,none
0.4,0.16414294,none
0.0,0.14735793,none
0.0,0.4721567,none
0.0,0.14838216,none
0.0,0.5296074,none
0.4,0.09160248,none
0.8,0.7505176,none
0.0,0.29593495,none
-0.4,0.2087635,none
0.4,0.09199608,none
0.0,0.14735793,none
0.8,0.18665595,none
0.0,0.044167325,none
0.0,0.09646117,none
0.4,0.6152736,none
0.4,0.21468475,none
0.4,0.57176554,none
0.4,0.59255695,none
0.8,0.07719966,none
0.4,0.10828316,none
-0.4,0.08833465,none
0.0,0.26277858,none
0.4,0.27397722,none
0.4,0.22967839,none
0.0,0.23658256,none
0.0,1.3238643,none
0.4,0.29061136,none
0.4,0.07684516,none
0.0,0.41595003,none
0.4,0.19209859,none
0.4,0.2840552,middle right
-0.4,0.103764966,middle right
0.4,0.08130015,middle right
0.4,0.88348037,middle right
0.0,0.23237638,middle right
0.0,0.103305325,middle right
0.0,0.121793956,middle right
0.0,0.38345438,middle right
0.4,0.043629494,middle right
0.0,0.32166973,middle right
-0.4,0.049726196,middle right
0.0,0.13437259,middle right
0.0,0.36417902,middle right
0.0,0.07739921,middle right
0.8,0.38199866,middle right
0.0,0.27772847,middle right
0.4,0.84462255,middle right
0.4,0.053822216,middle right
0.0,0.19394627,middle right
0.0,0.7477343,middle right
0.8,1.1583476,middle right
0.0,0.30829272,middle right
0.4,0.06690894,middle right
0.0,0.055122692,middle right
0.4,0.3525248,middle right
0.0,0.57643825,middle right
0.0,0.22803932,middle right
0.4,0.4821347,middle right
0.4,0.6665579,middle right
0.0,1.3238645,right
-0.4,0.27149916,right
-0.4,0.27458155,right
-0.8,0.14140427,right
0.0,0.35759655,right
-0.4,0.14140427,right
-0.4,1.0476283,right
0.8,0.46916294,right
-0.4,0.46025607,right
0.4,0.3995093,right
-0.4,1.3238642,right
-0.4,0.37918305,right
0.0,0.11663257,right
0.4,0.054313693,right
0.4,0.6860358,right
-0.4,0.08888855,right
0.0,0.10090476,right
