imueclt,anweight,party_feel_closest
-0.5454545454545455,1.3238645,left
0.0,0.91679144,left
-0.9090909090909092,0.35108042,left
-0.36363636363636365,0.09227239,left
0.0,0.14184768,left
-0.7272727272727274,1.3236659,left
-0.5454545454545455,0.5534915,left
-0.18181818181818177,0.37778822,left
0.0,1.3236659,left
-0.18181818181818177,0.12160441,left
-0.7272727272727274,1.3238643,left
-0.36363636363636365,0.5503057,left
-0.5454545454545455,1.3238643,left
-0.5454545454545455,0.3357224,left
-0.5454545454545455,0.22220491,left
-0.5454545454545455,0.07236499,left
-0.7272727272727274,0.30410862,left
-0.36363636363636365,0.107597955,left
-0.9090909090909092,0.6761484,left
-0.9090909090909092,0.25610402,left
-0.5454545454545455,0.03693064,left
-0.18181818181818177,0.38197234,left
-0.5454545454545455,0.64863634,left
0.0,0.19625835,left
-0.5454545454545455,0.6982442,left
-0.5454545454545455,0.49641523,left
0.9090909090909091,0.07817899,left
0.0,0.46656498,left
-0.7272727272727274,1.1351379,left
-0.5454545454545455,0.29190952,left
0.0,0.08130015,middle left
0.0,0.36051026,middle left
-0.5454545454545455,0.47000894,middle left
0.18181818181818177,0.101897456,middle left
0.0,0.2902267,middle left
-0.36363636363636365,0.46025607,middle left
0.36363636363636365,0.04129785,middle left
-0.36363636363636365,0.79973817,middle left
0.0,0.34867233,middle left
-0.5454545454545455,0.35108042,middle left
0.7272727272727273,0.25610402,middle left
0.0,0.12905368,middle left
-0.18181818181818177,0.7448622,middle left
0.5454545454545454,0.14365382,middle left
0.18181818181818177,0.045639355,middle left
-0.9090909090909092,0.21157856,middle left
-0.18181818181818177,0.36943728,middle left
-0.5454545454545455,0.11663257,middle left
-0.5454545454545455,0.39221862,middle left
0.0,0.2754379,middle left
0.0,0.097230025,middle left
0.36363636363636365,0.12976523,middle left
0.5454545454545454,0.13777868,middle left
-0.9090909090909092,0.65230185,middle left
-0.7272727272727274,0.063752726,middle left
0.5454545454545454,0.3968104,middle left
-0.18181818181818177,0.3611438,middle left
-0.18181818181818177,0.055122692,middle left
-0.18181818181818177,0.04403058,middle left
-0.5454545454545455,0.64409244,middle left
0.18181818181818177,0.054651458,middle left
-0.9090909090909092,0.164786,middle left
0.18181818181818177,0.09544661,middle left
-0.18181818181818177,0.5515407,middle left
-0.36363636363636365,0.30155247,middle left
-0.18181818181818177,0.117543094,middle left
0.0,0.095446646,middle left
-0.36363636363636365,0.04753625,middle left
0.0,0.12160441,middle left
0.18181818181818177,0.33525828,middle left
-0.5454545454545455,0.036070555,middle left
0.0,0.31109202,middle left
-0.5454545454545455,0.20624104,middle left
-0.36363636363636365,0.13861534,middle left
-0.5454545454545455,0.67275184,middle left
0.0,0.13517718,middle left
-0.5454545454545455,0.38864112,middle left
0.0,0.06360318,middle left
-0.36363636363636365,0.42045686,middle left
0.9090909090909091,0.19830985,middle left
0.7272727272727273,0.51117456,middle left
