ccnthum,anweight,party_feel_closest
0.8,0.55658126,left
0.4,0.6761484,left
0.4,0.03693064,left
0.8,0.109055094,left
0.4,0.37778822,left
0.0,0.08725899,left
0.8,0.048057828,left
0.4,0.21022843,left
0.8,0.29627848,left
0.0,0.514238,left
0.0,1.0453805,middle left
0.4,0.19322245,middle left
0.0,0.28369537,middle left
0.0,0.09496627,middle left
0.4,0.19830987,middle left
0.4,0.27694744,middle left
0.4,0.30155247,middle left
0.0,0.42554206,middle left
0.4,0.12792477,middle left
0.0,0.38864112,middle left
0.4,0.2754379,middle left
0.0,1.191939,middle left
0.0,0.51117456,middle left
0.4,0.102491125,middle left
0.0,0.063752726,middle left
0.4,0.2818611,middle left
0.0,0.24052721,middle left
0.4,0.9400179,middle left
0.0,0.2643093,middle left
0.0,0.14140427,middle left
0.4,0.16153651,middle left
0.0,0.164786,middle left
0.0,0.122005835,middle left
0.4,0.12845486,middle left
0.0,0.8854352,middle left
0.8,0.11663257,middle left
0.4,0.22311966,middle left
0.4,0.13777868,middle left
0.0,0.20409732,middle left
0.0,0.25656164,middle left
-0.4,0.4602562,middle left
0.0,0.26293555,none
0.4,0.2962739,none
0.0,0.047911238,none
0.4,0.30763754,none
0.0,1.3238642,none
0.4,0.24320082,none
0.0,0.03693064,none
0.4,0.4329966,none
0.4,0.57176554,none
0.4,0.2882518,none
0.4,0.31014088,none
0.0,0.09078405,none
0.4,1.3236659,none
-0.8,1.3238645,none
0.4,0.09143868,none
0.4,0.19620045,none
0.4,1.2965138,none
0.8,0.13899043,none
0.4,0.16378823,none
0.0,0.16153651,none
0.4,0.39486694,none
0.4,0.20036717,none
0.4,0.16378823,none
0.4,0.7522798,none
0.0,0.12473268,none
0.0,0.07701716,none
0.4,0.20412567,none
0.0,0.31998032,none
0.0,0.70455307,none
0.0,0.2890063,none
0.4,0.5630226,none
0.4,0.11663257,none
0.4,0.28814784,none
0.8,0.16872005,none
0.0,0.032279704,none
0.0,0.56221443,none
0.0,0.09203565,none
0.4,0.31879148,none
-0.4,0.08076826,none
0.4,0.8007314,none
-0.4,0.25457516,none
-0.4,0.07654385,none
0.8,0.16519614,none
0.4,1.3238645,none
0.8,0.28686476,none
0.4,1.0938772,none
0.4,0.11532422,none
0.4,0.10734238,none
0.4,0.22967839,none
0.4,1.2946659,none
0.0,1.3238645,none
0.4,0.29859263,none
0.4,0.25690973,none
0.4,0.23861705,none
0.0,0.21725476,none
0.0,0.11663257,none
0.4,0.21637654,none
0.0,0.4899222,none
0.0,0.07763201,none
0.4,0.24320082,none
0.4,0.2624325,none
0.8,0.55597204,none
0.4,0.24390557,none
0.4,0.15400556,none
0.4,0.1227723,none
0.0,0.28160122,none
-0.4,0.114422105,none
0.4,0.30749494,none
0.4,0.75686413,none
0.4,0.8468738,none
0.4,0.054040294,none
0.0,0.28262457,none
0.4,0.33889925,none
0.4,0.11680641,none
0.0,0.44384092,none
0.0,0.22502883,none
0.4,0.5062849,none
0.4,0.14808734,none
0.4,1.3238642,none
0.4,0.20094818,none
0.0,0.11458715,none
0.0,0.09769731,none
0.0,0.111213244,none
0.0,0.24554457,none
0.0,0.1868448,none
0.0,0.12720636,none
0.0,0.14184768,none
0.4,0.961415,none
0.0,0.56520987,none
0.0,0.19620045,none
0.4,0.22805029,none
0.4,0.03874649,none
0.4,0.3430464,none
0.0,0.16212106,none
0.4,0.04403058,none
0.4,0.7575302,none
0.0,0.18208951,none
0.4,0.3925167,none
0.0,0.13777868,none
0.4,0.7895195,none
0.4,1.3238645,none
-0.4,0.56221443,none
0.0,0.045621652,none
0.0,0.18131082,none
0.0,0.22537608,none
0.0,0.24013658,none
0.4,0.39067268,none
0.0,0.2701594,none
0.4,0.27397722,none
0.8,0.040366955,none
0.4,0.24109301,none
0.0,0.7037452,none
0.0,0.11057553,none
0.0,0.16212454,none
0.4,0.31013387,none
0.0,0.16093153,none
0.4,0.20258978,none
0.4,0.14912452,none
0.4,1.3238645,none
-0.4,0.3576887,none
0.0,0.13088861,none
0.4,0.17354122,middle right
0.4,0.16183701,middle right
0.0,0.119560294,middle right
0.4,0.12498708,middle right
-0.4,0.14777084,middle right
0.8,1.1583476,middle right
-0.4,0.10372264,middle right
0.4,0.0902723,middle right
0.4,1.2849224,middle right
0.0,0.1939665,middle right
0.4,0.13596885,middle right
0.4,0.0912433,middle right
0.4,0.15487799,middle right
0.0,0.05071257,middle right
0.0,0.1895158,middle right
0.0,0.121793956,middle right
-0.4,0.35303208,middle right
0.0,0.6699342,middle right
0.0,0.2811936,middle right
0.0,0.19394627,middle right
0.0,0.39144412,middle right
0.0,0.6117154,right
0.0,0.28490525,right
-0.8,0.103378005,right
0.4,0.103764966,right
-0.4,1.2416854,right
-0.4,1.1030811,right
-0.4,1.0476283,right
0.0,0.473632,right
0.0,0.20824687,right
0.0,0.2594296,right
0.0,0.40663865,right
-0.8,0.47409463,right
0.0,0.21468475,right
-0.4,0.08888855,right
-0.8,1.078077,right
0.4,0.30155247,right
-0.4,0.08725899,right
