imueclt,anweight,party_feel_closest
-0.36363636363636365,0.63346153,left
-0.18181818181818177,0.58381903,left
0.9090909090909091,0.40063697,left
0.18181818181818177,0.13899043,left
-0.7272727272727274,1.3238643,left
-0.5454545454545455,0.27515286,left
0.5454545454545454,0.50128865,left
-0.7272727272727274,0.23045094,left
-0.9090909090909092,1.2048144,left
-0.18181818181818177,0.13381788,left
-0.7272727272727274,0.09286898,left
-0.36363636363636365,0.11585063,left
-0.9090909090909092,0.35108042,left
-0.9090909090909092,0.45244995,left
-0.36363636363636365,0.107597955,left
-0.7272727272727274,1.1351379,left
0.0,0.24013658,left
-0.5454545454545455,0.05414158,left
-0.5454545454545455,0.372431,left
-0.5454545454545455,0.12667987,left
0.0,0.2967643,left
-0.36363636363636365,0.16093153,left
0.0,0.21468472,left
0.9090909090909091,0.07817899,left
0.0,1.3236659,left
-0.9090909090909092,0.22220494,left
-0.36363636363636365,0.1117107,left
-0.9090909090909092,1.3238642,left
0.0,1.0668666,left
-0.5454545454545455,0.49641523,left
-0.18181818181818177,0.054313693,left
-0.5454545454545455,0.3357224,left
-0.5454545454545455,1.3238645,left
0.36363636363636365,0.514238,left
0.0,0.857043,middle left
0.0,0.99983644,middle left
0.0,0.31109202,middle left
-0.5454545454545455,0.63088864,middle left
-0.9090909090909092,0.76394445,middle left
-0.18181818181818177,0.24320082,middle left
0.0,0.38199866,middle left
0.18181818181818177,0.40194088,middle left
-0.18181818181818177,0.09211799,middle left
-0.36363636363636365,0.43174264,middle left
0.5454545454545454,0.37241134,middle left
-0.18181818181818177,0.3338157,middle left
0.36363636363636365,0.22311966,middle left
0.36363636363636365,0.04129785,middle left
0.0,0.07964969,middle left
-0.18181818181818177,0.46126106,middle left
-0.18181818181818177,0.55658126,middle left
-0.36363636363636365,0.31544432,middle left
0.0,0.12845486,middle left
0.0,0.27694744,middle left
0.18181818181818177,0.35562235,middle left
-0.18181818181818177,0.1950677,middle left
0.36363636363636365,0.12160441,middle left
-0.18181818181818177,0.19209859,middle left
0.0,0.4584809,middle left
-0.36363636363636365,0.060802206,middle left
-0.18181818181818177,0.058316287,middle left
0.7272727272727273,0.51117456,middle left
0.5454545454545454,0.13517718,middle left
0.0,0.057419594,middle left
-0.36363636363636365,0.0489387,middle left
0.18181818181818177,0.164786,middle left
0.0,0.0978774,middle left
0.0,0.38199866,middle left
-0.18181818181818177,0.38199866,middle left
-0.18181818181818177,0.31544432,middle left
0.0,0.3610758,middle left
0.0,0.09127872,middle left
0.0,0.2754379,middle left
-0.5454545454545455,0.6616821,middle left
0.0,0.110413164,middle left
-0.18181818181818177,0.13009207,middle left
-0.7272727272727274,0.04403058,middle left
0.0,0.16260028,middle left
0.0,0.2902267,middle left
0.5454545454545454,0.5161507,middle left
-0.5454545454545455,1.3238642,middle left
-0.36363636363636365,0.33889925,middle left
0.7272727272727273,0.25610402,middle left
-0.7272727272727274,0.1895158,middle left
0.7272727272727273,0.09672516,middle left
-0.36363636363636365,0.04753625,middle left
0.0,0.45479086,middle left
-0.5454545454545455,0.33357963,middle left
0.0,0.10372264,middle left
-0.9090909090909092,0.16215909,middle left
-0.36363636363636365,0.0950725,middle left
-0.5454545454545455,0.38864112,middle left
0.7272727272727273,0.12792477,middle left
-0.9090909090909092,0.12923826,middle left
-0.18181818181818177,0.36943728,middle left
0.0,0.103764966,middle left
-0.5454545454545455,0.9400179,middle left
0.5454545454545454,0.106591724,middle left
0.9090909090909091,0.19803452,middle left
0.0,0.26129964,middle left
