wrclmch,anweight,party_feel_closest
0.8,0.11585063,left
0.0,0.3004357,left
0.4,0.11651409,left
0.4,0.17426597,left
0.4,1.3238645,left
0.0,0.27458155,left
0.4,0.13381788,left
0.8,0.2967643,left
0.8,1.3238643,left
0.8,0.41320062,left
0.0,0.25304717,middle left
0.0,0.10376495,middle left
0.4,0.8854352,middle left
0.0,0.31109202,middle left
0.0,0.21999323,middle left
-0.8,0.10321815,middle left
0.0,0.043200288,middle left
0.0,0.39144412,middle left
0.4,0.23324628,middle left
0.4,0.2902267,middle left
0.0,0.12792477,middle left
0.4,0.10664708,middle left
0.0,0.3611438,middle left
0.0,0.048230585,middle left
0.0,0.46025607,middle left
0.4,0.30155244,middle left
0.0,0.7639447,middle left
0.0,0.22214302,middle left
0.4,0.30155247,middle left
0.0,0.38199866,middle left
0.0,0.04129785,middle left
-0.4,0.2754379,middle left
0.4,0.23324628,middle left
0.0,0.18976213,middle left
0.4,0.54296577,middle left
0.0,0.3968104,middle left
0.4,0.67275184,middle left
0.4,0.08076826,middle left
-0.4,0.24399126,middle left
0.0,0.33525828,middle left
0.0,0.18376367,none
0.4,0.20258978,none
0.0,1.0722324,none
0.0,0.19830987,none
0.4,1.3238643,none
0.4,0.12845486,none
0.0,0.045385156,none
0.4,0.39067268,none
0.0,0.17589729,none
0.0,0.31551477,none
0.4,0.29357517,none
0.0,0.22200777,none
0.0,0.34181038,none
0.0,0.27398005,none
0.8,0.9222894,none
0.0,0.16794184,none
0.0,0.18445346,none
0.8,0.26957887,none
0.4,0.08485007,none
0.4,0.35286412,none
0.0,0.21725476,none
0.4,0.29809186,none
0.0,1.1618241,none
0.0,0.38793296,none
0.4,0.05146658,none
0.4,0.15922777,none
0.4,0.07867683,none
0.4,0.66957223,none
0.0,0.09994127,none
0.0,1.2984201,none
0.8,0.20094818,none
0.0,0.38523594,none
0.4,0.16183701,none
0.4,0.0807288,none
0.0,0.24013658,none
0.8,0.104123436,none
0.4,0.24390557,none
0.8,0.7702916,none
-0.4,0.5238143,none
0.8,0.78191614,none
0.0,0.083930574,none
0.4,0.19154353,none
0.0,0.13381788,none
0.4,0.54296577,none
0.4,0.13114928,none
0.0,1.3238645,none
0.0,0.38083032,none
-0.4,0.16519614,none
0.0,0.4879825,none
0.4,0.032279704,none
0.0,0.36943728,none
0.0,0.23658256,none
0.0,0.19620045,none
0.0,0.18172187,none
0.8,0.051193237,none
0.4,0.34205598,none
0.0,0.27297837,none
-0.4,0.16242476,none
0.4,0.24631874,none
0.0,0.2552519,none
0.0,0.11057553,none
0.0,1.2143338,none
0.4,0.22743577,none
0.8,0.07763201,none
0.4,0.17225829,none
0.0,0.17354122,none
0.4,0.44384092,none
0.4,0.41821712,none
0.0,0.20240635,none
0.0,0.66719633,none
0.0,0.07626979,none
0.0,0.14720772,none
0.0,1.3238645,none
0.8,1.3238643,none
0.0,0.11801526,none
0.0,0.34713432,none
0.4,0.17225829,none
0.0,0.22425073,none
0.0,0.09810024,none
0.4,0.16929258,none
0.4,0.043629494,none
0.8,0.2882518,none
0.4,0.3136628,none
0.8,0.2998124,none
0.0,0.18767118,none
0.8,0.29471585,none
0.8,0.5202727,none
0.4,0.058316287,none
0.4,1.3236659,none
0.8,0.14735793,none
-0.8,0.28490525,none
0.4,0.6175744,none
0.4,0.4899222,none
0.0,0.03874649,none
0.4,0.26277858,none
0.8,1.3238643,none
0.0,0.1676253,none
0.0,0.17163754,none
0.4,0.7583454,none
0.4,1.0387454,none
0.4,0.20036712,none
0.4,0.19154353,none
0.0,0.08655266,none
0.0,1.3238645,none
0.0,0.11228741,none
0.0,0.45184156,none
0.0,0.11663257,none
0.4,0.32520747,none
0.4,1.1587864,none
0.0,0.21799691,none
0.0,0.6839089,none
0.0,0.8319,none
0.0,0.14838216,none
0.0,0.115610704,none
0.4,0.17564408,none
-0.8,0.18208951,none
0.4,0.17564406,none
0.8,0.29471585,none
0.0,0.24340113,none
0.4,0.066466816,none
0.8,0.2701594,none
0.0,0.22425073,none
0.4,0.23923036,none
0.0,0.3746717,none
0.4,0.14912452,none
0.0,0.39144412,middle right
0.0,0.473632,middle right
-0.8,0.13466832,middle right
0.4,0.15526402,middle right
0.0,0.23973201,middle right
-0.4,0.55558914,middle right
0.0,0.39902058,middle right
0.0,0.107597955,middle right
0.0,0.10664708,middle right
0.0,0.1676253,middle right
-0.4,0.2525667,middle right
-0.4,0.4821347,middle right
-0.8,0.095651016,middle right
0.4,0.14069255,middle right
0.0,0.048230585,middle right
0.4,0.11268804,middle right
-0.4,0.35303208,middle right
0.4,0.9169618,middle right
-0.4,0.10372264,middle right
0.0,0.14908034,middle right
0.4,0.07723378,middle right
0.0,0.16872005,right
0.0,0.115267664,right
0.0,0.043200288,right
-0.4,0.27458155,right
0.0,0.06690894,right
0.0,0.092465535,right
0.0,0.08149638,right
0.4,0.11057553,right
-0.4,0.10818827,right
0.4,0.33062372,right
0.4,0.03672492,right
0.4,0.65230185,right
-0.4,0.2286787,right
0.0,0.9413507,right
