wrclmch,anweight,party_feel_closest
0.8,0.11585063,left
0.0,0.09227239,left
0.4,0.06690894,left
0.0,0.107597955,left
0.4,0.10828316,left
-0.4,0.33327895,left
0.8,0.55658126,left
0.0,0.5521826,left
0.8,0.63346153,left
-0.4,0.46656498,left
0.4,0.10895584,middle left
0.4,0.103764966,middle left
0.4,0.10664708,middle left
-0.4,0.9663104,middle left
0.0,0.46025607,middle left
0.0,0.18910746,middle left
-0.4,0.060802206,middle left
-0.4,0.14140427,middle left
0.4,0.04403058,middle left
-0.4,0.2754379,middle left
0.4,0.11401966,middle left
0.0,0.047911238,middle left
0.0,0.19830987,middle left
0.8,0.21157856,middle left
0.0,0.20409732,middle left
0.4,0.13209155,middle left
0.4,0.30155247,middle left
0.4,0.164786,middle left
-0.4,0.35562235,middle left
0.0,0.09553995,middle left
0.8,0.06942707,middle left
-0.4,0.3902762,middle left
0.0,0.060802206,middle left
0.4,0.30155244,middle left
0.0,1.3238645,middle left
0.4,0.046017826,middle left
0.0,0.3338157,middle left
0.0,0.24307518,middle left
0.4,0.10899844,middle left
0.0,0.4584809,middle left
0.4,0.54296577,middle left
0.4,0.1950677,middle left
0.0,0.44384092,middle left
0.4,0.081176795,middle left
0.0,0.12923826,middle left
0.4,0.1290659,none
0.0,0.12189031,none
0.4,0.13114928,none
0.4,1.027524,none
0.4,0.14808734,none
0.0,0.20577735,none
0.8,0.2758444,none
0.8,0.07763201,none
0.4,0.16294114,none
0.4,0.09203565,none
-0.4,0.19830987,none
0.0,1.3238645,none
-0.4,0.19255431,none
0.8,0.32988447,none
0.0,0.12160441,none
0.0,0.07684516,none
0.0,0.11585063,none
0.0,0.09810024,none
-0.4,0.62696743,none
0.0,0.15526402,none
0.0,0.0639624,none
0.8,0.043386362,none
0.0,0.15868828,none
0.4,0.09976586,none
0.4,0.07739921,none
0.0,0.22200777,none
0.0,0.11539043,none
0.0,0.17589729,none
0.4,0.043677915,none
0.0,0.79804116,none
-0.4,0.16153651,none
0.0,0.22536455,none
0.4,0.34500897,none
0.0,0.043629494,none
0.4,0.24606065,none
0.0,0.12830152,none
0.0,0.22311963,none
0.4,0.22502883,none
0.0,0.69855785,none
0.4,0.13251084,none
0.0,0.2291743,none
0.8,0.222108,none
0.0,1.3238642,none
0.0,0.12130628,none
0.0,0.22425073,none
0.0,1.1801572,none
0.4,0.0915496,none
0.4,0.16586807,none
0.4,0.061764877,none
0.0,0.40431282,none
0.0,0.077871,none
0.4,0.24036916,none
0.4,0.097977616,none
0.0,0.18054458,none
0.4,0.51943827,none
0.0,0.039864965,none
0.4,0.74180025,none
0.4,0.13088861,none
0.8,0.040825214,none
0.4,0.9685119,none
0.4,0.30829272,none
0.0,0.087982416,none
0.4,0.27015936,none
0.0,0.22562306,none
-0.4,0.06923208,none
0.0,0.26124236,none
0.8,0.13777868,none
0.0,0.07763201,none
0.0,0.3357224,none
0.0,0.27866265,none
0.4,0.36393422,none
0.4,0.095651016,none
0.4,0.13777868,none
0.8,0.12845486,none
-0.4,0.46656477,none
0.0,0.09127871,none
0.4,0.11959475,none
0.4,0.20094818,none
-0.4,1.3238645,none
-0.4,0.28280854,none
0.0,0.10293316,none
0.4,0.09080105,none
0.0,0.095822476,none
0.0,0.1678612,none
0.0,0.3216308,none
0.4,0.2286786,none
0.0,0.14184768,none
0.4,0.1573855,none
0.0,0.060802206,none
0.4,1.3238643,none
0.8,0.2882518,none
0.4,0.14837846,none
0.0,0.04647404,none
0.4,0.10090476,none
-0.8,0.24106735,none
-0.8,0.10189744,none
0.0,0.10431008,none
0.0,0.39902058,middle right
0.0,0.16183701,middle right
0.0,0.31237015,middle right
0.0,0.07827584,middle right
-0.4,0.13517718,middle right
-0.8,0.13466832,middle right
0.0,1.0020479,middle right
0.0,0.30829272,middle right
0.8,0.08725899,middle right
-0.4,0.39144412,middle right
0.0,0.77732116,middle right
0.4,0.11268804,middle right
-0.4,0.047825508,middle right
-0.4,0.6773098,middle right
0.0,0.061002918,middle right
0.0,0.1939665,middle right
0.4,0.18131082,middle right
0.4,0.20097044,middle right
0.0,0.16183701,middle right
0.8,0.27326763,middle right
0.0,1.3238645,middle right
0.0,1.3236659,middle right
0.4,0.13899043,middle right
0.4,1.3236659,middle right
0.0,0.119560294,middle right
0.4,0.473632,middle right
0.0,0.16929258,middle right
-0.4,0.4544635,middle right
0.4,0.22856614,middle right
-0.4,0.23237638,middle right
0.0,0.0912433,middle right
0.0,0.20661065,middle right
0.4,0.7477343,middle right
0.0,0.43157864,middle right
-0.8,0.19595523,middle right
0.0,0.1976209,right
0.4,0.65230185,right
0.0,0.49506894,right
0.0,0.1676253,right
-0.4,0.118291266,right
0.4,0.2321347,right
0.4,0.7883361,right
-0.4,0.2026279,right
-0.4,0.06360318,right
-0.4,0.5765341,right
-0.4,0.78572345,right
0.8,0.15307996,right
-0.4,0.123529755,right
-0.4,1.3238645,right
0.4,0.41702437,right
-0.8,0.6152736,right
-0.4,0.17940208,right
-0.4,1.3238645,right
-0.4,0.100183584,right
-0.4,0.22311966,right
-0.4,1.3238642,right
0.0,0.6152736,right
-0.4,1.078077,right
