imueclt,anweight,party_feel_closest
-0.5454545454545455,0.162076,left
0.0,0.5003457,left
0.0,0.9502628,left
-0.9090909090909092,1.3238645,left
-0.7272727272727274,0.17289783,left
-0.18181818181818177,0.13381788,left
-0.7272727272727274,0.38864112,left
-0.18181818181818177,0.37778822,left
-0.7272727272727274,1.3236659,left
-0.9090909090909092,0.6262899,left
-0.36363636363636365,0.63346153,left
-0.9090909090909092,0.33327895,left
-0.18181818181818177,1.3238643,left
-0.18181818181818177,0.040366948,left
0.36363636363636365,0.16519614,left
-0.18181818181818177,0.054313693,left
-0.9090909090909092,0.46126106,left
-0.5454545454545455,0.28449947,left
-0.7272727272727274,0.106591724,left
-0.36363636363636365,0.09227239,left
0.18181818181818177,0.27458155,left
0.9090909090909091,0.07817899,left
-0.5454545454545455,0.3931305,left
-0.9090909090909092,0.17426597,left
-0.5454545454545455,0.70143235,left
-0.9090909090909092,1.2048144,left
-0.7272727272727274,0.13801286,left
0.36363636363636365,0.16271207,left
-0.7272727272727274,0.10629268,left
-0.9090909090909092,0.22220494,left
-0.5454545454545455,0.05213111,left
0.36363636363636365,0.1956719,middle left
-0.18181818181818177,0.09633546,middle left
-0.36363636363636365,0.31544432,middle left
-0.18181818181818177,0.75496703,middle left
0.0,0.101897456,middle left
0.36363636363636365,0.16153651,middle left
0.7272727272727273,0.09672516,middle left
0.7272727272727273,0.25610402,middle left
0.5454545454545454,0.37241134,middle left
0.18181818181818177,0.045639355,middle left
-0.36363636363636365,1.201156,middle left
-0.9090909090909092,0.12923826,middle left
-0.36363636363636365,0.43174264,middle left
0.0,0.18976213,middle left
0.0,0.46649256,middle left
0.0,0.048230585,middle left
0.0,0.07964969,middle left
0.0,0.048230585,middle left
-0.36363636363636365,0.11401966,middle left
0.0,0.31303567,middle left
0.5454545454545454,0.043200288,middle left
-0.7272727272727274,0.063752726,middle left
0.9090909090909091,0.9663104,middle left
-0.18181818181818177,0.13879953,middle left
0.5454545454545454,0.08581877,middle left
0.0,0.0978774,middle left
-0.18181818181818177,0.7448622,middle left
0.36363636363636365,0.39144412,middle left
-0.18181818181818177,0.5515407,middle left
0.0,0.095446646,middle left
-0.5454545454545455,0.64409244,middle left
-0.9090909090909092,0.55609435,middle left
0.0,0.09577179,middle left
0.0,0.25304717,middle left
-0.36363636363636365,1.3238645,middle left
-0.7272727272727274,0.04403058,middle left
-0.18181818181818177,0.25676864,middle left
-0.5454545454545455,0.69691986,middle left
-0.36363636363636365,0.37834403,middle left
-0.36363636363636365,0.07182691,middle left
-0.18181818181818177,0.85076094,middle left
-0.5454545454545455,0.29545,middle left
0.0,0.110413164,middle left
-0.5454545454545455,0.30558813,middle left
-0.36363636363636365,0.46025607,middle left
-0.36363636363636365,0.19322245,middle left
-0.36363636363636365,1.184588,middle left
0.0,0.10487097,middle left
-0.9090909090909092,0.063752726,middle left
0.0,0.45479086,middle left
0.0,0.10376495,middle left
0.0,0.11663257,middle left
-0.36363636363636365,0.04753625,middle left
0.36363636363636365,0.23237638,middle left
-0.36363636363636365,1.3238645,middle left
-0.36363636363636365,1.3238645,middle left
-0.36363636363636365,0.30171502,middle left
0.18181818181818177,0.17249608,middle left
0.9090909090909091,0.19803452,middle left
-0.36363636363636365,0.17859542,middle left
0.0,0.28886795,middle left
-0.18181818181818177,0.117543094,middle left
-0.18181818181818177,0.44384092,middle left
0.18181818181818177,0.060802206,middle left
-0.36363636363636365,0.27235812,middle left
-0.18181818181818177,0.30155244,middle left
-0.5454545454545455,0.63088864,middle left
-0.18181818181818177,0.13009207,middle left
0.0,0.12160441,middle left
-0.7272727272727274,0.1895158,middle left
-0.36363636363636365,0.44207376,middle right
0.9090909090909091,0.17354122,middle right
0.0,0.63088864,middle right
-0.18181818181818177,0.27258295,middle right
-0.36363636363636365,0.22457482,middle right
-0.36363636363636365,0.06690894,middle right
-0.5454545454545455,0.048230585,middle right
-0.36363636363636365,0.06571625,middle right
0.5454545454545454,0.0946566,middle right
-0.9090909090909092,0.7182955,middle right
-0.18181818181818177,0.19975467,middle right
0.5454545454545454,0.055206582,middle right
0.0,0.16183701,middle right
-0.18181818181818177,0.4544635,middle right
-0.36363636363636365,0.1676253,middle right
-0.18181818181818177,1.0020479,middle right
-0.5454545454545455,0.047483135,middle right
0.0,0.4609019,middle right
0.0,0.50913286,middle right
-0.36363636363636365,0.36417902,middle right
0.18181818181818177,0.22425073,middle right
0.5454545454545454,0.07827584,middle right
0.0,0.22803932,middle right
0.18181818181818177,1.2849224,middle right
-0.36363636363636365,0.087982416,middle right
0.9090909090909091,0.2525667,middle right
0.36363636363636365,0.4269993,middle right
-0.36363636363636365,0.22425073,middle right
0.0,0.43157864,middle right
0.0,0.15526402,middle right
-0.36363636363636365,0.07182691,middle right
0.18181818181818177,0.10372264,middle right
0.5454545454545454,0.2721703,middle right
-0.18181818181818177,0.3525248,middle right
0.18181818181818177,0.16786115,middle right
0.0,0.30829272,middle right
-0.18181818181818177,0.23237638,middle right
0.36363636363636365,0.099154934,middle right
0.9090909090909091,0.038699605,middle right
-0.36363636363636365,0.89289725,middle right
0.18181818181818177,0.07182691,middle right
0.5454545454545454,0.57643825,middle right
0.0,0.39144412,middle right
0.36363636363636365,0.19763449,middle right
0.36363636363636365,0.063962385,middle right
-0.18181818181818177,0.10372264,middle right
0.9090909090909091,0.09372955,middle right
0.36363636363636365,0.09160248,middle right
-0.36363636363636365,0.13437259,middle right
-0.7272727272727274,0.10664708,middle right
0.0,0.26229855,middle right
0.9090909090909091,0.15538724,middle right
-0.5454545454545455,0.4606979,middle right
-0.18181818181818177,0.77728224,middle right
0.0,0.16216733,middle right
-0.9090909090909092,0.12498708,middle right
0.0,0.053822216,middle right
-0.18181818181818177,0.13009207,middle right
0.0,0.095651016,middle right
0.0,0.121793956,middle right
0.5454545454545454,0.1513571,middle right
0.18181818181818177,0.35759655,right
0.7272727272727273,0.23324628,right
0.18181818181818177,0.6773098,right
0.7272727272727273,0.06579067,right
0.9090909090909091,0.118291266,right
0.36363636363636365,0.103764966,right
0.7272727272727273,0.3995093,right
0.7272727272727273,0.16538702,right
0.7272727272727273,0.092465535,right
0.7272727272727273,0.41702437,right
0.9090909090909091,0.11618819,right
0.36363636363636365,0.09348369,right
-0.7272727272727274,0.6152736,right
0.0,0.6640751,right
0.9090909090909091,0.20824687,right
0.36363636363636365,0.4376835,right
0.36363636363636365,0.1676253,right
0.5454545454545454,0.27723357,right
0.18181818181818177,0.07684516,right
0.9090909090909091,0.17354122,right
0.9090909090909091,0.15457827,right
0.9090909090909091,0.09936386,right
0.5454545454545454,0.5382311,right
0.7272727272727273,1.3238642,right
0.9090909090909091,0.04599804,right
0.9090909090909091,0.46025607,right
0.5454545454545454,0.122475594,right
0.7272727272727273,1.2416854,right
0.0,0.20094818,right
0.18181818181818177,0.46916294,right
0.9090909090909091,0.10090476,right
0.36363636363636365,0.24028936,right
0.7272727272727273,0.40284938,right
0.9090909090909091,0.16035862,right
0.0,0.06690894,right
-0.9090909090909092,0.57176554,right
0.0,0.06991398,right
0.0,1.3165886,right
