ccnthum,anweight,party_feel_closest
0.4,1.3238643,left
0.4,0.38864112,left
0.0,0.30410862,left
0.0,0.17289783,left
0.4,1.3236659,left
0.4,0.11651409,left
0.8,1.3236659,left
0.8,0.11585063,left
0.4,0.08232505,left
0.0,1.0102668,left
0.4,0.97130644,left
0.4,0.20499675,left
0.0,0.3352506,middle left
0.4,0.13517718,middle left
0.0,0.21999323,middle left
0.8,0.21574184,middle left
0.4,0.23324628,middle left
0.4,0.09211799,middle left
0.4,0.162076,middle left
0.0,0.18910746,middle left
0.0,1.191939,middle left
0.4,0.79973817,middle left
0.0,0.048230585,middle left
0.0,0.060802206,middle left
0.4,0.12923826,middle left
0.8,0.78184915,middle left
0.0,0.24052721,middle left
0.0,0.15502545,middle left
0.0,0.11121323,middle left
0.4,0.08130015,middle left
0.0,0.42554206,middle left
0.0,0.38199866,middle left
-0.4,0.09672516,middle left
-0.4,0.09127872,middle left
0.4,0.19209859,middle left
0.0,0.05766211,middle left
0.0,0.8854352,middle left
-0.8,0.04403058,middle left
0.0,1.1618241,none
0.0,0.08464629,none
0.4,0.15369032,none
0.4,0.29471585,none
0.0,0.13942225,none
0.0,1.3238645,none
0.4,0.09160248,none
0.0,0.4573574,none
-0.4,0.09127871,none
0.0,0.56249034,none
0.0,0.16915107,none
0.4,0.4145424,none
0.4,0.1807794,none
-0.4,0.39144412,none
0.4,0.26208702,none
0.4,0.107975386,none
0.4,0.6152736,none
0.0,0.54724437,none
0.4,1.3238642,none
0.0,0.4899222,none
0.0,0.36262164,none
0.4,0.23435785,none
0.0,0.17354122,none
0.4,0.043677915,none
0.4,0.060802206,none
0.4,0.22869827,none
0.4,0.16452838,none
0.0,0.0915496,none
0.4,0.114025146,none
0.4,0.7116839,none
0.4,0.13715805,none
0.4,0.33769277,none
0.0,0.8805413,none
0.4,1.3236659,none
0.8,0.16519614,none
0.8,0.27723068,none
0.0,0.047911238,none
0.4,0.31879148,none
0.4,0.1934981,none
0.0,0.45184156,none
0.4,0.2439056,none
0.4,0.22965458,none
0.4,0.33039227,none
-0.8,0.08269351,none
0.4,0.30749494,none
0.4,0.73180145,none
0.0,0.15868828,none
0.0,0.14645998,none
0.4,0.12109314,none
0.0,0.13886423,none
0.0,0.7037452,none
0.4,0.15945986,none
0.4,0.12830152,none
0.8,0.29859263,none
0.4,0.3289331,none
0.0,0.5296074,none
0.0,0.12315937,none
0.0,0.045621652,none
0.4,0.3093612,none
0.4,0.14867559,none
0.0,0.11801526,none
0.4,0.07339379,none
0.4,0.122005835,none
0.0,0.38793296,none
0.0,0.46656477,none
0.4,1.3238643,none
0.0,1.2984201,none
0.4,0.10090476,none
0.0,0.11609869,none
0.4,0.14069255,none
0.8,0.22743577,none
0.4,0.4802122,none
0.4,0.15354015,none
0.4,0.095766954,none
0.4,1.0585935,none
0.4,0.46126106,none
0.0,0.24013658,none
0.0,0.054040294,none
0.4,0.097977616,none
-0.4,1.3238643,none
0.4,0.045621652,none
0.0,0.16093153,none
0.4,0.10142515,none
0.0,0.31695566,none
0.8,0.55597204,none
0.0,0.24036916,none
0.4,0.15409446,none
0.4,0.07763201,none
0.4,0.07771961,none
0.4,0.0457748,none
0.0,0.56520987,none
0.0,1.0542449,none
0.0,0.39649296,none
0.4,0.13608515,none
0.0,0.12498706,none
0.4,0.095766954,none
0.4,0.36943728,none
0.4,1.2965138,none
0.4,0.2699754,none
0.0,0.08144921,none
0.4,0.24320082,none
0.4,0.22502883,none
-0.4,0.22018155,none
-0.4,0.07763201,none
0.4,0.27555737,none
0.0,0.44384092,none
0.4,0.08905684,none
0.4,0.34919327,none
0.4,0.16519614,none
0.0,0.69855785,none
0.0,0.11543136,none
0.4,0.2758444,none
0.4,0.31406826,none
-0.4,0.09127871,none
0.4,0.16378823,none
0.4,0.12779364,none
0.0,0.047460195,none
-0.4,0.27779457,middle right
0.4,0.063962385,middle right
0.0,0.13466832,middle right
0.4,0.3357223,middle right
0.4,0.087982416,middle right
0.8,1.3238643,middle right
0.0,0.107597955,middle right
0.0,0.27772847,middle right
0.0,0.473632,middle right
-0.4,0.35303208,middle right
-0.4,1.3236659,middle right
0.0,0.39144412,middle right
0.0,0.47106415,middle right
0.4,0.09611565,middle right
0.4,0.043629494,middle right
0.0,0.44207376,middle right
0.0,0.061002918,middle right
0.0,0.1939665,middle right
0.0,0.30974963,middle right
-0.4,0.79804116,middle right
0.4,1.3238645,middle right
0.4,0.22856614,middle right
0.4,0.053822216,middle right
0.0,1.3238645,middle right
0.0,0.13574958,right
-0.4,0.6432616,right
0.0,0.10293316,right
0.0,0.6152736,right
0.4,0.123529755,right
0.0,0.2594296,right
0.0,0.05771568,right
0.0,0.09027229,right
0.4,0.6640751,right
0.0,0.22869827,right
0.0,0.11663257,right
-0.4,0.46025607,right
0.4,0.11057553,right
0.4,0.9413507,right
-0.4,0.6152736,right
0.4,0.6860358,right
-0.4,0.20072679,right
0.0,0.3458101,right
0.4,0.06360318,right
0.0,0.10818827,right
0.0,0.9014281,right
