imueclt,anweight,party_feel_closest
-0.18181818181818177,0.08725899,left
-0.7272727272727274,0.30410862,left
0.0,0.20072661,left
0.18181818181818177,1.3238645,left
-0.5454545454545455,0.5534915,left
-0.5454545454545455,0.29190952,left
-0.36363636363636365,0.34386593,left
-0.7272727272727274,0.21519591,left
-0.36363636363636365,0.1818512,left
-0.5454545454545455,0.10828316,left
-0.5454545454545455,0.05414158,left
-0.5454545454545455,0.27515286,left
-0.9090909090909092,0.17426597,left
-0.9090909090909092,0.6262899,left
0.0,0.13819683,left
-0.9090909090909092,0.095651016,left
0.0,0.55658126,left
-0.5454545454545455,0.11028964,left
0.0,0.18841654,left
0.9090909090909091,0.07817899,left
-0.5454545454545455,0.280044,left
0.0,0.5003457,left
-0.18181818181818177,0.040366948,left
-0.7272727272727274,0.38864112,left
0.0,0.2967643,left
-0.5454545454545455,0.28449947,left
-0.9090909090909092,0.33327895,left
-0.5454545454545455,0.6982442,left
0.0,0.91679144,left
-0.7272727272727274,0.55087584,left
-0.5454545454545455,0.372431,left
-0.18181818181818177,0.10828316,left
-0.36363636363636365,1.3238645,left
-0.5454545454545455,1.184588,left
-0.5454545454545455,0.076148786,left
0.0,0.4460089,left
0.9090909090909091,0.13009207,middle left
-0.18181818181818177,0.22023581,middle left
0.36363636363636365,0.1956719,middle left
0.18181818181818177,0.045639355,middle left
0.0,0.10664708,middle left
0.18181818181818177,0.08076826,middle left
0.7272727272727273,0.10321815,middle left
0.0,0.35286197,middle left
0.0,0.31303567,middle left
0.36363636363636365,0.78184915,middle left
0.0,0.111599945,middle left
-0.36363636363636365,0.3352506,middle left
0.9090909090909091,0.19830985,middle left
-0.36363636363636365,0.0950725,middle left
0.36363636363636365,0.2643093,middle left
0.0,0.12845486,middle left
-0.18181818181818177,0.32361266,middle left
-0.18181818181818177,0.13879953,middle left
-0.36363636363636365,0.0489387,middle left
0.0,0.122005835,middle left
0.0,0.46649256,middle left
0.7272727272727273,0.51117456,middle left
0.0,0.13517718,middle left
0.18181818181818177,0.35562235,middle left
0.18181818181818177,0.13508818,middle left
0.0,0.4625385,middle left
0.5454545454545454,0.21999323,middle left
0.0,0.45479086,middle left
0.0,0.38199866,middle left
-0.36363636363636365,0.2826049,middle left
0.7272727272727273,0.10895584,middle left
-0.36363636363636365,0.11403173,middle left
-0.36363636363636365,0.060802206,middle left
-0.5454545454545455,0.11663257,middle left
0.5454545454545454,0.12923826,middle left
-0.5454545454545455,0.15479836,middle left
-0.18181818181818177,0.44384092,middle left
0.0,0.110413164,middle left
-0.36363636363636365,0.11121323,middle left
-0.5454545454545455,0.47000894,middle left
-0.18181818181818177,0.588903,middle left
0.18181818181818177,0.33525828,middle left
-0.36363636363636365,0.42045686,middle left
0.0,0.25304717,middle left
0.5454545454545454,0.34040025,middle left
-0.5454545454545455,0.42554206,middle left
0.18181818181818177,0.103764966,middle left
0.5454545454545454,0.13777868,middle left
0.18181818181818177,0.19830987,middle left
-0.18181818181818177,0.15414636,middle left
0.0,0.54653525,middle left
-0.7272727272727274,0.12923826,middle left
-0.18181818181818177,0.3611438,middle left
-0.18181818181818177,0.22924386,middle left
-0.36363636363636365,0.14472999,middle left
-0.18181818181818177,0.7448622,middle left
0.7272727272727273,0.12792477,middle left
-0.9090909090909092,0.55609435,middle left
-0.36363636363636365,0.54296577,middle left
0.0,0.08130015,middle left
-0.36363636363636365,0.7639447,middle left
0.0,0.4584809,middle left
-0.18181818181818177,0.27015936,middle left
0.0,0.27543792,middle left
-0.5454545454545455,1.106983,middle left
0.0,0.103764966,middle left
-0.5454545454545455,0.20624104,middle left
0.5454545454545454,0.038699605,middle left
-0.36363636363636365,0.43174264,middle left
-0.18181818181818177,0.058316287,middle left
-0.36363636363636365,0.19322245,middle left
0.0,0.16370428,middle left
-0.36363636363636365,0.30171502,middle left
-0.18181818181818177,0.24320082,middle left
0.36363636363636365,0.08725899,middle left
-0.18181818181818177,0.09026561,middle left
-0.36363636363636365,0.31544432,middle left
-0.36363636363636365,0.33889925,middle left
0.0,0.2754379,middle left
0.36363636363636365,0.35286197,middle right
-0.18181818181818177,0.16929258,middle right
0.5454545454545454,0.42516136,middle right
-0.5454545454545455,0.47106415,middle right
0.0,0.18348679,middle right
0.5454545454545454,0.5413078,middle right
0.7272727272727273,0.09881045,middle right
0.18181818181818177,0.119560294,middle right
0.36363636363636365,0.27555737,middle right
0.18181818181818177,0.43998653,middle right
0.36363636363636365,0.23973201,middle right
0.5454545454545454,0.26018414,middle right
0.18181818181818177,0.387933,middle right
0.0,0.102386475,middle right
-0.18181818181818177,0.77728224,middle right
0.18181818181818177,0.29240704,middle right
0.0,0.092465535,middle right
0.5454545454545454,0.45086157,middle right
0.36363636363636365,0.19763449,middle right
0.36363636363636365,0.12667987,middle right
0.0,0.16183701,middle right
0.9090909090909091,0.2157263,middle right
0.18181818181818177,0.33062372,middle right
0.18181818181818177,0.0912433,middle right
0.0,0.1319739,middle right
-0.18181818181818177,1.1583476,middle right
0.18181818181818177,1.2849224,middle right
-0.36363636363636365,0.19394627,middle right
-0.36363636363636365,0.17090514,middle right
0.7272727272727273,0.55558914,middle right
-0.5454545454545455,0.34082258,middle right
-0.36363636363636365,0.22425073,middle right
-0.18181818181818177,0.35179457,middle right
0.36363636363636365,0.061002918,middle right
-0.36363636363636365,0.06690894,middle right
0.5454545454545454,0.0946566,middle right
0.36363636363636365,0.27798086,middle right
0.0,0.15526402,middle right
0.5454545454545454,0.07827584,middle right
-0.5454545454545455,0.048230585,middle right
-0.5454545454545455,0.086772725,middle right
-0.36363636363636365,0.14908034,middle right
0.18181818181818177,0.043051437,middle right
-0.7272727272727274,0.10664708,middle right
0.0,0.23324628,middle right
0.7272727272727273,0.107597955,middle right
0.5454545454545454,0.21571176,middle right
0.18181818181818177,0.18841654,middle right
0.0,0.047769975,middle right
0.18181818181818177,0.40284938,middle right
0.0,0.14777084,middle right
