imueclt,anweight,party_feel_closest
0.0,0.4460089,left
-0.18181818181818177,0.12160441,left
-0.9090909090909092,0.095651016,left
-0.36363636363636365,0.3004357,left
-0.5454545454545455,0.3357224,left
-0.18181818181818177,0.040366948,left
-0.5454545454545455,0.10828316,left
-0.9090909090909092,1.3238645,left
-0.36363636363636365,0.23012803,left
0.0,0.18841654,left
-0.7272727272727274,0.30410862,left
-0.9090909090909092,0.33327895,left
-0.5454545454545455,0.03693064,left
-0.18181818181818177,0.1621211,left
-0.5454545454545455,0.162076,left
-0.9090909090909092,0.38217774,left
-0.36363636363636365,0.34386593,left
0.0,1.3236659,left
-0.7272727272727274,0.21519591,left
-0.5454545454545455,0.372431,left
-0.36363636363636365,0.42283946,left
0.0,0.42045686,left
-0.9090909090909092,0.3127494,left
-0.36363636363636365,0.1676253,left
0.0,0.13819683,left
-0.9090909090909092,0.17426597,left
0.18181818181818177,0.05158767,left
-0.5454545454545455,0.05213111,left
0.0,0.24013658,left
-0.7272727272727274,0.78134537,left
-0.9090909090909092,0.25610402,left
-0.18181818181818177,0.37778822,left
0.0,0.99983644,middle left
-0.9090909090909092,0.046017826,middle left
0.36363636363636365,0.10899844,middle left
-0.5454545454545455,0.69691986,middle left
-0.7272727272727274,0.17956828,middle left
-0.18181818181818177,0.22023581,middle left
-0.5454545454545455,0.9400179,middle left
-0.9090909090909092,0.8854352,middle left
0.5454545454545454,0.08581877,middle left
0.18181818181818177,0.164786,middle left
-0.36363636363636365,0.07182691,middle left
0.0,0.101897456,middle left
-0.18181818181818177,0.117543094,middle left
0.18181818181818177,0.25656164,middle left
-0.5454545454545455,0.6616821,middle left
-0.36363636363636365,0.0489387,middle left
0.0,0.103764966,middle left
-0.36363636363636365,0.11403173,middle left
0.0,0.06360318,middle left
0.5454545454545454,0.34040025,middle left
0.0,0.16370428,middle left
0.0,0.10487097,middle left
0.7272727272727273,0.10321815,middle left
-0.9090909090909092,0.76394445,middle left
-0.18181818181818177,0.15414636,middle left
0.5454545454545454,0.13517718,middle left
-0.5454545454545455,0.35108042,middle left
-0.18181818181818177,0.2314321,middle left
-0.18181818181818177,0.3611438,middle left
0.18181818181818177,0.20409732,middle left
0.36363636363636365,0.08725899,middle left
0.0,0.16260028,middle left
-0.18181818181818177,0.13879953,middle left
-0.18181818181818177,0.5515407,middle left
-0.36363636363636365,0.0950725,middle left
0.36363636363636365,0.04129785,middle left
-0.36363636363636365,1.3238645,middle left
0.0,0.857043,middle left
-0.18181818181818177,0.31544432,middle left
0.0,0.24052721,middle left
0.0,0.17998353,middle left
-0.18181818181818177,0.1950677,middle left
0.0,0.3027467,middle left
0.0,0.38199866,middle left
0.0,0.14391424,middle left
-0.18181818181818177,0.25676864,middle left
0.0,0.110413164,middle left
0.18181818181818177,0.045639355,middle left
0.0,0.06942707,middle left
-0.9090909090909092,0.063752726,middle left
-0.9090909090909092,0.65230185,middle left
0.36363636363636365,0.19099933,middle left
-0.36363636363636365,0.14472999,middle left
0.18181818181818177,0.09544661,middle left
-0.9090909090909092,0.10090476,middle left
-0.36363636363636365,0.12189031,middle left
0.0,0.27543792,middle left
-0.36363636363636365,0.164786,middle left
-0.5454545454545455,0.39221862,middle left
0.9090909090909091,0.6795601,middle left
0.0,0.2754379,middle left
0.5454545454545454,0.21999323,middle left
0.18181818181818177,0.102491125,middle left
0.7272727272727273,0.20752993,middle left
0.36363636363636365,0.12160441,middle left
-0.5454545454545455,0.42554206,middle left
-0.36363636363636365,0.31544432,middle left
0.18181818181818177,0.21999323,middle left
-0.5454545454545455,1.0453805,middle left
-0.18181818181818177,0.2180197,middle left
-0.5454545454545455,0.036070555,middle left
0.7272727272727273,0.10895584,middle left
-0.18181818181818177,0.7448622,middle left
-0.5454545454545455,0.11663257,middle left
-0.36363636363636365,0.11381127,middle left
-0.7272727272727274,0.063752726,middle left
-0.5454545454545455,0.63088864,middle left
-0.18181818181818177,0.38199866,middle left
-0.9090909090909092,0.16215909,middle left
0.18181818181818177,0.060802206,middle left
0.5454545454545454,0.14365382,middle left
-0.36363636363636365,0.162076,middle left
0.36363636363636365,0.09160248,middle right
-0.9090909090909092,0.7182955,middle right
0.0,0.4609019,middle right
0.5454545454545454,0.6773098,middle right
-0.18181818181818177,0.39902058,middle right
-0.18181818181818177,1.1030813,middle right
-0.7272727272727274,0.07739921,middle right
0.0,0.4821347,middle right
0.18181818181818177,0.1939665,middle right
0.0,0.1729862,middle right
-0.5454545454545455,0.13861534,middle right
0.0,0.16216733,middle right
0.0,0.11618819,middle right
-0.7272727272727274,0.9502628,middle right
0.18181818181818177,0.21519588,middle right
0.0,0.102386475,middle right
0.18181818181818177,0.07182691,middle right
0.0,0.0978774,middle right
-0.7272727272727274,0.44850147,middle right
-0.18181818181818177,0.32166973,middle right
0.36363636363636365,0.061002918,middle right
0.9090909090909091,0.18131082,middle right
0.18181818181818177,0.103305325,middle right
0.36363636363636365,0.19763449,middle right
-0.5454545454545455,1.1069832,middle right
0.0,0.3357223,middle right
0.0,0.121793956,middle right
-0.5454545454545455,0.047483135,middle right
-0.7272727272727274,0.10664708,middle right
-0.18181818181818177,0.054141592,middle right
0.0,0.925077,middle right
0.18181818181818177,0.0912433,middle right
0.36363636363636365,0.27798086,middle right
-0.36363636363636365,0.19394627,middle right
-0.18181818181818177,0.17011313,middle right
-0.18181818181818177,0.10372264,middle right
-0.18181818181818177,0.77728224,middle right
0.0,0.103764966,middle right
0.36363636363636365,0.09077031,middle right
-0.9090909090909092,0.060945153,middle right
0.0,0.37834403,middle right
0.0,0.18348679,middle right
0.5454545454545454,0.36093432,middle right
