imueclt,anweight,party_feel_closest
-0.5454545454545455,0.12667987,left
-0.5454545454545455,0.28449947,left
-0.18181818181818177,0.08725899,left
-0.36363636363636365,0.16093153,left
-0.5454545454545455,0.3357224,left
-0.7272727272727274,0.23045094,left
-0.5454545454545455,0.70143235,left
-0.36363636363636365,0.09227239,left
0.18181818181818177,1.3238645,left
0.9090909090909091,0.40063697,left
-0.36363636363636365,0.42283946,left
-0.5454545454545455,0.22220491,left
-0.9090909090909092,0.6262899,left
0.0,0.5521826,left
-0.5454545454545455,0.05213111,left
-0.7272727272727274,1.1351379,left
-0.7272727272727274,1.3236659,left
-0.7272727272727274,0.21519591,left
-0.36363636363636365,0.11585063,left
-0.36363636363636365,0.31014088,left
-0.5454545454545455,0.5534915,left
-0.18181818181818177,0.054313693,left
0.0,0.21468472,left
0.0,0.09199608,left
0.0,0.13819683,left
-0.36363636363636365,0.23012803,left
-0.5454545454545455,0.21022843,left
-0.18181818181818177,0.44384092,middle left
0.0,0.048230585,middle left
0.0,0.36051026,middle left
0.36363636363636365,0.23237638,middle left
-0.36363636363636365,0.2826049,middle left
0.7272727272727273,0.20752993,middle left
0.0,0.26129964,middle left
-0.18181818181818177,0.0718269,middle left
0.36363636363636365,0.22311966,middle left
-0.36363636363636365,0.0950725,middle left
0.5454545454545454,0.10317534,middle left
-0.36363636363636365,0.11401966,middle left
0.5454545454545454,0.038699605,middle left
-0.18181818181818177,0.09633546,middle left
-0.5454545454545455,1.106983,middle left
-0.5454545454545455,0.13517718,middle left
0.0,0.18917201,middle left
0.36363636363636365,0.04129785,middle left
0.0,0.081176795,middle left
0.0,0.2826049,middle left
0.36363636363636365,0.12160441,middle left
-0.36363636363636365,0.0489387,middle left
0.9090909090909091,0.13009207,middle left
0.36363636363636365,0.22214302,middle left
0.0,0.21468475,middle left
-0.36363636363636365,0.0489387,middle left
-0.36363636363636365,0.14472999,middle left
0.36363636363636365,0.78184915,middle left
-0.9090909090909092,0.8854352,middle left
-0.36363636363636365,0.30171502,middle left
0.36363636363636365,0.13001321,middle left
0.36363636363636365,0.27798086,middle left
-0.18181818181818177,0.46126106,middle left
-0.36363636363636365,0.79973817,middle left
0.5454545454545454,0.21999323,middle left
0.36363636363636365,0.19099933,middle left
-0.18181818181818177,0.13009207,middle left
-0.5454545454545455,0.24617158,middle left
0.36363636363636365,0.5777586,middle left
0.0,0.12845486,middle left
0.0,0.10487097,middle left
0.0,0.115610704,middle left
0.0,0.122005835,middle left
0.0,0.25650635,middle left
-0.5454545454545455,0.64409244,middle left
0.7272727272727273,0.25610402,middle left
