wrclmch,anweight,party_feel_closest
-0.4,0.33327895,left
-0.4,0.46656498,left
0.0,0.4584809,middle left
0.4,0.10895584,middle left
0.0,0.24307518,middle left
0.0,0.20409732,middle left
-0.4,0.060802206,middle left
0.4,0.04403058,middle left
-0.4,0.2754379,middle left
0.4,0.30155247,middle left
0.0,0.047911238,middle left
0.0,0.19830987,middle left
0.0,0.46025607,middle left
0.4,0.10664708,middle left
0.4,0.081176795,middle left
0.4,0.1950677,middle left
-0.4,0.35562235,middle left
0.0,0.12923826,middle left
0.4,0.164786,middle left
0.0,0.09553995,middle left
-0.4,0.3902762,middle left
0.4,0.095651016,none
0.0,0.40431282,none
0.4,0.27015936,none
0.4,1.027524,none
-0.4,1.3238645,none
-0.4,0.46656477,none
-0.8,0.24106735,none
0.4,0.10090476,none
0.4,0.16586807,none
0.8,0.2882518,none
0.4,1.3238643,none
0.8,0.2758444,none
-0.4,0.06923208,none
0.0,0.10293316,none
0.0,0.09127871,none
0.4,0.2286786,none
0.0,0.1678612,none
0.4,0.1573855,none
0.4,0.14837846,none
0.0,0.04647404,none
-0.8,0.10189744,none
0.4,0.11959475,none
0.0,0.3216308,none
0.0,0.060802206,none
0.0,0.14184768,none
0.0,0.10431008,none
0.4,0.51943827,none
0.4,0.13777868,none
0.4,0.36393422,none
0.0,0.26124236,none
0.4,0.20094818,none
0.0,0.22562306,none
0.0,0.12189031,none
0.0,0.087982416,none
0.4,0.0915496,none
0.8,0.13777868,none
0.4,0.24036916,none
0.4,0.9685119,none
0.8,0.040825214,none
0.4,0.13088861,none
0.4,0.30829272,none
0.0,0.039864965,none
0.0,0.27866265,none
0.4,0.74180025,none
0.4,0.097977616,none
0.0,0.3357224,none
0.0,0.18054458,none
-0.4,0.28280854,none
0.0,1.3236659,middle right
0.0,0.16183701,middle right
-0.8,0.13466832,middle right
0.0,0.16183701,middle right
0.0,0.77732116,middle right
0.0,1.0020479,middle right
0.0,0.061002918,middle right
0.0,0.07827584,middle right
0.0,0.0912433,middle right
0.0,0.43157864,middle right
0.4,0.13899043,middle right
0.4,0.18131082,middle right
0.4,0.22856614,middle right
0.0,0.16929258,middle right
-0.4,0.39144412,middle right
0.4,1.3236659,middle right
0.0,0.1676253,right
-0.4,1.3238645,right
-0.4,0.17940208,right
-0.8,0.6152736,right
0.4,0.41702437,right
0.0,0.6152736,right
0.8,0.15307996,right
-0.4,0.78572345,right
-0.4,0.5765341,right
-0.4,0.06360318,right
-0.4,0.2026279,right
0.4,0.7883361,right
0.4,0.2321347,right
-0.4,0.100183584,right
-0.4,1.3238645,right
