ccnthum,anweight,party_feel_closest
0.4,1.3238642,left
0.4,0.05158767,left
0.4,0.06690894,left
0.4,0.40063697,left
0.8,0.63346153,left
0.8,0.35108042,left
0.4,0.35584196,left
0.4,0.6262899,left
0.4,0.49641523,left
0.4,1.0893724,left
0.4,1.3238643,left
0.4,0.3357224,left
0.8,0.22220494,left
0.4,0.18976213,left
0.0,0.1117107,left
0.8,0.46126106,left
0.4,0.13899043,left
0.0,0.17426597,left
0.4,0.280044,left
0.4,0.5534915,left
0.0,0.07182691,middle left
0.0,0.09577179,middle left
0.0,0.164786,middle left
0.4,0.3902762,middle left
0.0,0.24307518,middle left
-0.8,0.3454216,middle left
0.0,0.37834403,middle left
0.4,0.11403173,middle left
0.0,0.45479086,middle left
0.4,0.54653525,middle left
0.8,0.03607056,middle left
0.0,0.049507264,middle left
0.0,0.24052721,middle left
0.0,0.09496627,middle left
0.4,0.042226538,middle left
0.4,0.27015936,middle left
0.4,0.2721703,middle left
0.4,0.04753625,middle left
0.4,0.22805028,middle left
0.4,0.60310495,middle left
0.0,0.0718269,middle left
-0.4,1.3236659,middle left
0.0,0.102386475,middle left
0.0,0.101897456,middle left
0.4,0.46025607,middle left
0.4,0.17084609,middle left
0.4,0.09078405,none
0.0,0.07739921,none
0.4,0.63073593,none
0.0,0.10818827,none
0.0,0.11532422,none
0.8,0.55597204,none
0.4,0.20258978,none
0.0,0.39144412,none
0.0,1.1879488,none
0.4,0.24320082,none
-0.4,0.33039227,none
0.0,0.7485566,none
0.4,0.18054458,none
0.4,0.7116839,none
0.0,0.18767118,none
0.4,0.15369032,none
0.4,0.20036717,none
0.4,0.5062849,none
-0.4,0.2439056,none
0.4,0.30604532,none
0.0,0.13688536,none
0.0,0.10142514,none
0.0,0.15922777,none
0.4,0.04647404,none
0.4,0.48480842,none
0.4,0.10414677,none
0.0,0.31695566,none
0.0,0.1676253,none
-0.4,0.6795601,none
0.0,0.11680641,none
0.0,0.32005274,none
0.4,0.34993392,none
0.0,0.2286786,none
0.4,0.14808734,none
0.4,1.3238643,none
0.0,0.07739918,none
0.4,0.19830985,none
0.4,0.066466816,none
0.0,0.14184768,none
0.4,0.3311059,none
0.0,0.5238143,none
0.4,0.103764966,none
0.0,0.24554457,none
-0.4,0.155742,none
0.4,0.116098724,none
0.4,0.31003532,none
0.4,0.9222894,none
0.4,0.096233934,none
0.0,0.30155244,none
0.0,1.2143338,none
0.0,0.23923036,none
0.8,1.3238645,none
-0.4,0.080733895,none
-0.4,0.09127871,none
0.0,0.22884421,none
0.0,1.3238645,none
0.0,0.17249608,none
0.4,0.18456128,none
-0.4,0.097230025,none
0.0,0.048479144,none
0.4,0.16378823,none
0.4,1.3238642,none
0.4,0.20094818,none
0.0,0.8455839,none
0.0,0.5296074,none
0.4,0.32221577,none
0.4,0.29859263,none
0.4,0.2314321,none
0.4,0.42538044,none
0.4,0.60291135,none
0.4,0.08231106,none
0.4,0.21574178,none
0.0,0.36697358,none
0.4,0.13608515,none
0.0,0.31544432,none
0.4,0.4125729,none
-0.4,0.23926044,none
0.4,0.060802206,none
0.4,0.51220804,none
0.4,0.15498596,none
0.4,0.16183698,none
0.4,0.22869827,none
0.0,0.38117707,none
0.4,0.2552519,none
0.4,0.18054458,none
-0.4,0.3724311,none
0.0,0.10142515,none
0.4,0.17811371,none
0.4,0.2624325,none
0.0,0.17354122,none
0.4,0.0878292,none
0.4,0.2290761,none
0.0,0.6348638,none
0.4,0.55864686,none
0.0,0.07763201,none
0.4,1.1119441,none
0.0,0.12160441,none
0.0,0.21157856,none
0.4,0.31480724,none
0.0,1.027524,none
0.0,0.14735793,none
0.0,0.30829272,none
0.0,0.055799972,none
0.0,0.21574178,none
0.0,0.22425073,none
0.8,0.15414636,none
0.0,0.04988293,none
0.8,0.07867683,none
0.0,0.38217774,none
0.0,0.24399126,none
0.0,0.7583454,none
0.4,0.1429579,none
0.4,0.08725899,middle right
-0.4,0.09372955,middle right
0.0,0.38345438,middle right
0.0,0.39902058,middle right
0.0,0.103305325,middle right
-0.4,0.14777084,middle right
0.4,0.13517718,middle right
0.0,0.21263072,middle right
0.0,0.6773098,middle right
0.0,0.043629494,middle right
0.0,0.30974963,middle right
0.4,0.20498225,middle right
0.4,0.14908034,middle right
0.4,0.39902058,middle right
-0.4,0.9169618,middle right
0.4,0.04563936,middle right
0.0,1.1030813,middle right
0.0,0.32166973,middle right
0.0,0.107597955,middle right
0.0,0.26229855,middle right
0.4,0.080918506,middle right
0.4,0.19595523,middle right
0.4,0.09160248,middle right
-0.4,0.049726196,middle right
0.0,0.07739921,middle right
0.0,0.39526898,right
-0.4,0.5238143,right
0.0,0.35759655,right
0.0,0.15307996,right
-0.4,0.27458155,right
-0.4,1.3238645,right
0.0,0.10818827,right
0.8,0.79804116,right
-0.4,0.6031049,right
0.0,0.12779364,right
0.4,0.115267664,right
0.0,0.2321347,right
0.4,0.2525667,right
-0.8,0.28553984,right
-0.4,0.78572345,right
0.0,0.11663257,right
0.0,0.25546476,right
